review_text,sentiment
"I have very sensitive skin (as a pre-teen I had severe eczema on my face) and this is great. Even when I have minor flare ups around my mouth sometimes, this doesn’t irritate my skin and leave my skin in pain. When I wear makeup, I like wipe it off with unscented baby wipes first then go in with this face wash. I’ve bought this 3 times already and even gifted it. My brother also uses this and he has acne-prone, oily skin. his skin has cleared up some and he says his skin feels better. He’s been using for a few months.",2
I tried this one and found my favourite. I apply a thick layer at night and wake up with hydrated lips. It stays all night and Then in the morning I use my favourite lip scrub. I don’t even need to all a lip balm through out the day :),2
I love this product! It makes my skin so soft. My whole family uses this. I like this more than the tube!,2
NO NO NO this product made me experience extreme breakout I have not had for 2  years Then after I stopped using it my face developed a red dry flaky texture and virtually every pore on my face was clogged I’m so glad that I got a free sample before buying this because it doesn’t do what I expected or anything close,0
"I purchased a 12oz tub of this product over the holidays (it was part of the Black Friday sale, so it was $15). I sincerely regret not clearing the shelves - had I known!  This product not only works for me, but my husband uses this everyday as well. He’s a farmer and is subjected to all sorts of elements on the reg. His hands were (WERE!) extremely chapped/dry, and cracked. Since using this, his hands are not nearly in as rough shape as it was pre-FAB. He noticed and won’t go a day without it (he also uses this on his face as well).  As for me, I love that this lotion absorbs quickly, maintains long lasting hydration, and does not irritate my “sensitive when it wants to be” skin.  This will be the only body cream stocked in our home forever.",2
Product smells AMAZING and I like the texture. It’s a little thick but not sticky. I just use it when my lips are already in pretty good condition and want some moisture. It doesn’t nourish my lips like a chapstick would.,1
"I don’t see the hype for this product. It doesn’t work every time I use it, just once in a while. It gives my lips a nice glow and temporary hydration, but not as a treatment or for long term results. Would not repurchase",1
"I adore Fresh, and was sure that I would love this Soy Face Cleanser, but I can’t get past the stinky, sour milk smell. It’s nauseating and worse - the odor lingers. Had to go back and wash my face again with a different cleanser just to get rid of the smell.",0
"I personally love it. I put it on last after I do my skin care, right before bed. And I wake up and it’s mostly all absorbed. I will be buying it again and again.",2
"I have used this every night before bed for about a year now. Before this product, my lips would constantly be peeling, bloody, and bruised. I credit this mask with healing my lips, because I NEVER pick at them anymore and they’ve looked amazing ever since.",2
"My new favorite skincare treatment! Omg.. I can’t be more in love with this product. It actually works! I didn’t think it would because my skin can be so stubborn but man, it really does work.",2
I am so obsessed with this lotion. It feels so good to put on. I can’t really describe the texture of it but it’s amazing. The smell isn’t great but it doesn’t bother me at all! Great for face and body. I love using it on my dans and feet. Makes them very soft. Has gotten rid of my dry spots with one use on my face!,2
